Jessica	xnr
啲	q
新	a
嘅	u
科技	n
上邊	f
嘅	u
制度	n
出現	v
呢	y1
，	w
其實	d
即係	c
根本	d
人	n
喺	p
間	q
公司	n
裏邊	f
係	v
理論上	d
真係	d
越來越	d
少	a
人	n
𡃉	y
。	w

嗯	e
。	w

即係	c
好多	m
人	n
呢	y
，	w
都	d
係	v
如果	c
要	vu
做嘢	v
都	d
唔	d
需要	vu
返	v
公司	n
做嘢	v
。	w

係	v
啊	y
。	w

噉	e
即係	c
其實	d
應該	vu
呢	y1
，	w
係	v
應該	vu
準備	v
定	u
呢	y1
，	w
來𡁵	t
嘅	u
日子	n
裏邊	f
呢	y1
，	w
即係	c
唔	d
好	a
諗	v
住	u
喺	p
間	q
公司	n
裏邊	f
呢	y1
，	w
係	v
可以	v
即係	c
𠻺	y1
打	v
一	m
世	q
工	n
啊	y
噉樣	r
樣	n
。	w
其實	d
即係	c
譬如	v
你	r
早前	t
…	w

嗯	e
。	w

達明	nr
都	d
講	v
過	u
，	w
就	d
係	v
話	v
即係	c
嗰個	r
外國	n
嗰個	r
趨勢	n
呢	y1
，	w
就	d
係	v
即係	c
大家	r
越來越	d
呢	y1
，	w
係	v
幫	v
自己	r
打工	v
啊	y
。	w

係	v
啊	y
。	w

即係	c
自己	r
就	d
係	v
自己	r
嚹	y
。	w

自己	r
就	d
係	v
老闆	n
嘞	y
。	w

又	d
係	v
老細	n
。	w

一	m
個	q
人	n
係	v
打	v
幾	m
份	q
工	n
嘅	u
。	w
總言之	d
呢	y1
，	w
你	r
有	v1
散	n
嘅	u
，	w
即係	c
你	r
有	v1
需要	vu
到	u
我	r
喺	p
哩	r
一	m
段	q
時間	n
裏邊	f
，	w
幫	v
你	r
做	v
某	r
一啲	m
嘢	n
，	w
噉	c
呢	y1
我	r
就	d
接	v
咗	u
你	r
哩	r
一	m
個	q
job	xn
來	p
做	v
。	w

噉	c
𠻺	d
靈活	a
啲	u
囖	y
，	w
萬一	d
有啲	r
乜嘢	r
都	d
。	w

係	v
。	w
噉	c
但係	c
因為	c
哩個	r
係	v
同	p
傳統	an
譬如	v
話	v
一	m
個	q
返工	vn
嘅	u
模式	n
係	v
有	v1
好	d
大	a
嘅	u

唔同	a
晒	u
嚹	y
已經	d
，	w
係	v
。	w

諗法	n
嘅	u
。	w
未必	d
有	v1
好多	m
人	n
好	d
快	a
可以	vu
改	v
到	u
嘅	u
。	w

係	v
。	w

因為	c
譬如	v
你	r
，	w
啊	e
我	r
譬如	v
，	w
誒	e
，	w
誒	e
，	w
我	r
個	q
人	n
唔係	v
咁	d
，	w
誒	e
，	w
誒	e
，	w
有	v1
乜嘢	r
大	a
嘅	u
諗法	n
嘅	u
，	w
或者	c
即係	c
對	p
自己	r
嘅	u
事	n
冇	d
乜	r
野心	n
，	w
只	d
係	v
希望	vu
呢	y1
，	w
嗱	e
，	w
我	r
付出	v
我	r
可以	vu
做	v
到	u
嘅	u
能力	n
，	w
噉	r
呢	y1
就	d
即係	c
交	v
俾	p
間	q
公司	n
嚹	y
，	w
然之後	c
交	v
俾	p
間	q
公司	n
呢	y1
，	w
就	d
，	w
誒	e
，	w
穩穩陣陣	z
喇	y
，	w
我	r
又	d
唔	d
會	vu
犯錯	v
，	w
總言之	d
交	v
落來	v
嘅	u
嘢	n
我	r
𠻺	y1
做	v
好	a
，	w
喀	e
。	w
誒	e
，	w
噉	c
但係	c
哩	r
間	q
公司	n
亦都	d
有	v1
好多	m
福利	n
係	v
俾	v
你	r
，	w
你	r
過往	t
係	v
享有	v
慣	v
，	w
譬如	v
醫療	n
福利	n
啊	y1
，	w
保險	n
啊	y1
，	w
誒	e
，	w
即係	c
，	w
誒	e
，	w
公積金	nz
啊	y1
，	w
即係	c
等等	u
哩啲	r
呢	y
。	w
但係	c
如果	c
你	r
自己	r
做	v
老闆	n
嘅	u
呢	y
，	w
就	d
冇	v1
咗	u
哩樣	r
嘢	n
𡃉	y
喎	y
。	w

係	v
。	w

有	v1
好多	m
人	n
呢	y1
，	w
就	d
會	vu
覺得	v
突然	a
之間	f
冇	v1
咗	u
一	m
個	q
安全感	n
啊	y
。	w

嗯	e
。	w

即係	c
譬如	v
話	v
以前	t
「	w
啊	c
，	w
我	r
總言之	d
喺	p
哩	r
間	q
公司	n
，	w
哎	e
，	w
真係	d
咬實牙根	l
，	w
老老實實	z
噉樣	r
做	v
喇	y
。	w
噉	c
𠻺	y
我	r
退	v
咗	u
休	Ng
之後	f
又	d
有	v1
退休金	n
啊	y
。	w
噉	c
然之後	c
就	d
點	r
。	w
噉	r
可以	vu
發展	v
即係	c
其實	d
自己	r
個	q
家庭	n
啊	y1
，	w
各	r
樣	q
嘢	n
啊	y
。	w

係	v
。	w

噉	c
但係	c
如果	c
而家	t
冇	v1
錢	n
做	v
老闆	n
嘅	u
時候	n
呢	y
，	w
就	d
嗰啲	r
數	n
呢	y1
，	w
你	r
要	vu
自己	r
計	v
埋	u
，	w
即	c
你	r
要	vu
準備	v
啊	y1
，	w
be	xv
prepare	xv
啊	y1
就	d
係	v
你	r
自己	r
準備	v
，	w
係	v
要	vu
自己	r
做	v
老闆	n
啊	y
。	w

同埋	c
好	d
講	v
性格	n
𡃉	y
。	w
即係	c
譬如	v
你	r
性格	n
點	r
呢	y1
，	w
啱	a
你	r
嘅	u
環境	n
呢	y1
，	w
你	r
發揮	v
得	u
好	a
啲	u
𡃉	y
。	w
譬如	v
嗱	e
，	w
你	r
，	w
即係	c
個	q
人	n
譬如	v
multi-focus	xa
啊	y1
我	r
覺得	v
如果	c
做	v
老闆	n
一定	d
要	vu
。	w
即	c
對	p
每	r
一	m
樣	q
嘢	n
呢	y1
，	w
你	r
都	d
有	v1
興趣	n
去	v
做	v
𡃉	y
。	w
𠻺	c
同時間	d
可以	vu
管理	v
好多	m
嘢	n
嘅	u
。	w

嗯	e
。	w

如果	c
唔係	v
呢	y
，	w
你	r
…	w

Multi-tasking	xn
，	w
係	v
唔係	v
啊	y
？	w

喀	e
。	w
你	r
去	vk
做	v
-	w
做	v
老細	n
嘅	u
時候	n
呢	y1
，	w
噉	c
你	r
啊	y1
嗰啲	r
又	d
要	vu
計	v
啊	y
，	w
又	d
要	vu
計數	v
，	w
哦	e
，	w
又	d
要	vu
成	Ng
-	w
成本	n
，	w
之後	f
又	d
要	vu
計	v
個	q
quality	xn
，	w
即係	c
個	q
質量	n
。	w
同埋	c
又	d
要	vu
同	p
人	n
傾生意	v
喎	y
，	w
又	d
要	vu
計	v
個	q
，	w
即係	c
有	v1
人際關係	n
喎	y
。	w

嗯	e
。	w

噉	c
有啲	r
人	n
係	v
唔	d
得	v
	y
嗎	y
。	w

嗯	e
。	w

有啲	r
譬如	v
，	w
誒	e
，	w
誒	e
，	w
我	r
淨係	d
真係	d
好	d
專注	v
做	v
嘅	u
。	w
我	r
唔	d
花	v
-	w
花	v
唔	d
到	u
精神	n
啊	y
。	w
我	r
專注	v
做	v
一	m
個	q
可能	vu
，	w
誒	e
，	w
誒	e
，	w
engineering	xn
。	w
我	r
做	v
得	u
好	d
好	a
嘅	u
，	w
好	d
有	v1
創意	n
嘅	u
。	w
但係	c
呢	y1
，	w
叫	v
我	r
同	p
人	n
傾計	v
呢	y1
，	w
我	r
就	d
口啞啞	z
嘅	u
。	w

唔係	v
。	w
噉	c
你	r
可以	vu
唔使	vu
做	v
哩	r
一	m
樣	q
嘢	n
𠸏	y
。	w
即係	c
如果	c
你	r
真係	d
自己	r
本身	r
有	v1
一	m
個	q
強項	n
，	w
譬如	v
話	v
即係	c
，	w
誒	e
，	w
誒	e
，	w
舉例	v
講	v
，	w
有啲	r
人	n
係	v
，	w
譬如	v
而家	t
電腦	n
行業	n
噉樣	r
呢	y
。	w

係	v
。	w

就	c
即係	c
最	d
需要	v
人手	n
，	w
但係	c
就	d
唔	d
會	vu
話	v
有	v1
一	m
間	q
公司	n
請	v
晒	u
好多	m
電腦	n
精英	n
來	v
，	w
然之後	c
呢	y1
，	w
就	d
係	v
即係	c
聚集	v
喺度	p
。	w

嗯	e
。	w

誒	e
，	w
可能	vu
都	d
會	vu
即係	c
面臨	v
咗	u
解體	v
嘅	u
情況	n
，	w
就	d
係	v
話	v
，	w
冇	v1
嘅	u
，	w
噉	c
譬如	v
阿	h
Paul	xnr
嗰	r
間	q
公司	n
，	w
你	r
係	v
需要	vu
揾	v
一	m
個	q
人	n
幫	v
你	r
寫	v
一啲	m
programme	xn
。	w

係	v
。	w

噉	c
你	r
咪	d
揾	v
阿	h
達明	nr
。	w

喀	e
。	w

噉	c
阿	h
達明	nr
呢	y1
，	w
就	d
係	v
喺	p
即係	c
譬如	v
我	r
-	w
我	r
-	w
我	r
接	v
到	u
你	r
哩個	r
job	xn
三	m
個	q
禮拜	n
之內	f
呢	y1
，	w
我	r
幫	v
你	r
搞掂	v
佢	r
嘞	y
。	w

係	v
。	w

或者	c
我	r
幫	v
你	r
，	w
即係	c
安裝	v
哩啲	r
啊	y1
，	w
或者	c
幫	v
你	r
設計	v
一	m
套	q
系統	n
啊	y
。	w
噉	c
做	v
完	v
之後	f
就	d
拜拜	l1
。	w

嗯	e
。	w

喀	e
喀	e
。	w

就	d
講	v
完	v
嚹	y
。	w
噉	c
呢	y1
就	v
到	d
你	r
，	w
噉	c
你	r
咪	d
用	v
𡁵	u
佢	r
嘅	u
哩	r
一	m
種	q
，	w
誒	e
，	w
即係	c
專業	n
囖	y
。	w

嗯	e
。	w

然之後	c
呢	y1
到	d
第日	t
，	w
可能	vu
你	r
要	vu
upgrade	xv
一啲	m
嘢	n
嘅	u
時候	n
，	w
噉	c
你	r
咪	d
…	w

又	d
揾	v
返	u
佢	r
。	w

係	v
。	w

又	d
再	d
揾	v
返	u
佢	r
。	w
噉	c
你	r
都	d
唔	d
需要	vu
話	v
做	v
好	d
，	w
即係	c
你	r
都	d
係	v
做	v
返	u
你	r
自己	r
本行	n
嘅	u
嗰樣	r
嘢	n
。	w
不過	c
…	w

係	v
。	w

靈活	a
啲	u
囖	y
。	w

喀	e
，	w
靈活	a
啲	u
。	w
但係	c
問題	n
就	d
係	v
話	v
即係	c
要	vu
個	q
思想	n
上	f
呢	y1
，	w
個	q
諗法	n
上	f
呢	y1
，	w
就	d
要	vu
調節	v
到	u
去	v
哩	r
一	m
個	q
位	n
，	w
就	d
係	v
話	v
唔	d
好	a
諗	v
住	u
即	c
會	vu
有	v1
一	m
份	q
，	w
誒	e
，	w
即係	c
有	v1
一	m
間	q
公司	n
，	w
即係	c
譬如	v
哩個	r
教訓	vn
呢	y1
，	w
今次	t
即係	c
哩	r
一	m
個	q
噉	r
嘅	u
，	w
誒	e
，	w
經濟	a
危機	n
呢	y1
，	w
喀	e
，	w
即係	c
對於	p
我哋	r
來	v
講	v
呢	y1
，	w
係	v
好多	m
時候	n
真係	d
可以	vu
啪	o
一	m
聲	q
突然	a
之間	f
，	w
醒	v
返	u
嚹	y
。	w

嗯	e
。	w

因為	c
譬如	v
香港	ns
好	d
耐	a
以	p
-	w
即係	c
個	q
安定	a
繁榮	a
，	w
即係	c
哩	r
段	q
日子	n
呢	y1
，	w
我哋	r
過	v
即係	c
舒服	a
嘅	u
日子	n
呢	y1
，	w
過	v
咗	u
好	d
耐	a
嘅	u
。	w

嗯	e
。	w

即係	c
香港	ns
人	n
呢	y1
，	w
係	v
好多	m
時候	n
呢	y1
都	d
會	vu
，	w
我	r
自己	r
本身	r
覺得	v
呢	y1
，	w
就	d
係	v
話	v
，	w
誒	e
，	w
投入	v
咗	u
去	v
一	m
種	q
呢	y1
，	w
就	d
係	v
嗰個	r
必然性	n
啊	y
。	w
即係	c
老奉	l
。	w

老奉	l
啊	y
。	w

係	v
。	w

真係	d
老奉	l
呢	y1
就	d
係	v
話	v
，	w
嗱	e
股票	n
，	w
係	v
老奉	d
升	v
嘅	u
。	w

喀	e
。	w

即係	c
噉	r
啊	y
。	w
樓價	n
，	w
係	v
老奉	d
升	v
嘅	u
。	w
誒	e
，	w
人工	n
，	w
係	v
老奉	d
加	v
嘅	u
。	w

長糧	n
老奉	d
攞	v
嘅	u
。	w

老奉	d
攞	v
嘅	u
。	w
即係	c
噉樣	d
，	w
𠻺	c
全部	d
都	d
係	v
噉	r
	y
。	w

喀	e
喀	e
。	w

噉	e
但係	c
呢	y1
，	w
就	d
即係	c
你	r
…	w

就	d
唔	d
得	v
嘞	y
。	w

而家	t
一	m
搦走	v
老奉	d
哩	r
兩	m
個	q
字	n
呢	y
，	w
哎吔	e
，	w
弊傢伙	l1
。	w

返	v
返	u
去	v
六十年代	t
。	w

係	v
啊	y
。	w

自己	r
接受	v
唔	d
到	u
啊	y
。	w
即係	c
好多	m
時候	n
就	d
係	v
接受	v
，	w
「	w
吓	e
？	w
點解	r
股市	n
會	vu
跌	v
𠸏	y
？	w
」	w
喂	e
大佬	n
，	w
股市	n
梗係	d
會	vu
跌	v
喇	y
。	w

係	v
囖	y
。	w

係	v
唔係	v
？	w
一定	d
係	v
	y
嗎	y
。	w

有	v1
升	v
有	v1
（	w
）	w
嘅	u
。	w

即係	c
噉	r
解	v
吖	y
嗎	y
。	w
噉	c
所以	c
就	d
係	v
變	v
咗	u
，	w
唔	d
好	a
再	d
睇	v
一	m
個	q
叫做	v
老奉	l
大	a
-	w
兩	m
個	q
大字	n
之下	f
呢	y
。	w

嗯	e
。	w

即係	c
重	d
係	v
老奉	d
地	u
諗	v
住	u
老奉	d
係	v
得	v
𡃉	y
呢	y
，	w
噉	r
就	d
弊傢伙	l1
嚹	y
。	w

即係	c
要	vu
有	v1
危機感	n
嚹	y
。	w

係	v
。	w

隨時	d
諗	v
住	u
即係	c
身邊	f
啲	u
嘢	n
都	d
可能	vu
會	vu
唔見	v
，	w
噉樣	r
就	d
會	vu
舒服	a
啲	u
，	w
係	v
唔係	v
啊	y
？	w

我	r
最近	t
呢	y1
，	w
都	d
算	v
係	v
即係	c
做	v
老闆	n
。	w

嗯	e
。	w

就	c
夾份	v
即係	c
搞	v
舞台劇	n
啊	y
。	w
但係	c
發覺	v
呢	y
，	w
我	r
真係	d
原來	d
係	v
唔係	v
好	d
想	vu
做	v
哩	r
一	m
嘢	n
𡃉	y
。	w

嗯	e
。	w

即係	c
當	d
你	r
啊	y1
諗	v
住	u
，	w
啊	e
做	v
創作	v
嘅	u
時候	n
呢	y1
，	w
又	d
要	v
諗	v
下	u
啊	e
嗰	r
條	q
雞仔數	l
點樣	r
計	v
啊	y1
噉樣	r
呢	y
。	w

嗯	e
。	w

即	c
係	v
做	v
唔	d
掂	a
啊	y
。	w

嗯	e
。	w

反而	d
係	v
即係	c
有啲	r
人	n
呢	y1
，	w
又	d
會	vu
鍾意	v
享受	v
哩	r
一	m
樣	q
嘢	n
喎	y
。	w
嗰個	r
吳	nr
鎮宇	nr
就	d
係	v
鍾意	v
享受	v
哩	r
一	m
樣	q
嘢	n
嘅	u
。	w

係	v
。	w

即係	c
佢	r
係	v
性格	n
係	v
噉	r
。	w
我	r
唔	d
知	v
阿	h
Paul	xnr
又	d
會	vu
點	r
吖	y
。	w
譬如	v
即	c
𠻺	y1
你	r
會	vu
唔	d
會	vu
鍾意	v
，	w
吖	e
，	w
我	r
成	m
間	q
公司	n
我	r
自己	r
運作	v
晒	u
嘞	y
。	w
即係	c
我	r
，	w
誒	e
，	w
都	d
係	v
點樣	r
出版	v
，	w
邊	r
隻	q
唱片	n
啊	y1
，	w
點樣	r
去	v
，	w
都	d
鍾意	v
自己	r
做	v
𡃉	y
，	w
一手一腳	i
。	w

我	r
鍾意	v
自己	r
做	v
得	u
到	u
嘅	u
，	w
盡量	d
自己	r
做	v
囖	y
。	w

係	v
。	w

但係	c
頭先	t
你	r
講	v
計數	v
嗰啲	r
就	d
真係	d
我	r
唔	d
掂	a
嚹	y
。	w

即係	c
寧願	d
譬如	v
唱片	n
封面	n
我	r
𠻺	y1
想	vu
自己	r
做	v
，	w
諗	v
下	u
噉	r
，	w
係	v
唔係	v
啊	y
？	w

係	v
啊	y
，	w
係	v
啊	y
。	w

啲	q
人	n
…	w

但係	c
通常	d
就	d
一定	d
有	v1
個	q
人	n
，	w
你	r
唔	d
做	v
嗰啲	r
嘢	n
，	w
佢	r
-	w
佢	r
專門	a
佢	r
做	v
𡃉	y
喎	y
。	w

係	v
。	w

譬如	v
阿榮	nr
噉	r
，	w
佢	r
𠻺	y1
最	d
叻	a
計數	v
𡃉	y
喎	y
。	w

係	v
？	w

有	v1
啲	q
乜嘢	r
就	d
：	w
「	w
喂	e
，	w
阿榮	nr
呀	y1
，	w
喂	e
，	w
哩度	r
點	r
啊	y
？	w
」	w
噉樣	r
呢	y1
，	w
佢	r
就	d
搞掂	v
嚹	y
。	w

度	v
一	m
度	v
佢	r
先	d
喇	y
，	w
係	v
唔係	v
啊	y
？	w

噉	d
你	r
就	d
會	vu
依賴	v
嘞	y
。	w

係	v
。	w

即係	c
不嬲	d
咁	d
多	a
年	q
都	d
係	v
噉	r
，	w
你	r
就	d
依賴	v
晒	u
佢	r
嘞	y
。	w
噉	r
忽然間	d
有	v1
一	m
日	q
阿榮	nr
話	v
：	w
「	w
我	r
唔	d
計數	v
嚹	y
。	w
」	w
噉	r
我	r
就	d
大鑊	a
嘞	y
。	w

係	v
。	w

就	d
係	v
噉	r
囖	y
。	w
喀	e
。	w

調轉	v
喇	y
大家	r
，	w
噉樣	r
𠻺	y1
就	d
麻煩	a
嚹	y
真係	d
。	w

係	v
囖	y
。	w

噉	r
咪	c
即係	c
變	v
咗	u
喺	p
哩	r
一	m
方面	n
呢	y1
，	w
亦都	d
唔係	v
話	v
要	vu
要求	v
即係	c
大家	r
全部	d
都	d
變	v
，	w
忽然	d
之間	f
一	m
嘢	q
變	v
到	u
十項全能	n
。	w

係	v
。	w

喀	e
。	w

噉	c
即係	c
如果	c
係	v
可以	vu
譬如	v
話	v
，	w
你哋	r
噉樣	r
樣	n
就	d
三	m
個	q
人	n
，	w
噉	c
𠻺	d
各施其職	i
。	w

喀	e
。	w

可以	vu
做	v
到	u
自己	r
嘅	u
嘢	n
。	w
噉	r
都	d
可以	vu
係	v
一	m
個	q
即係	c
小組	n
嘅	u
-	w
嘅	u
形式	n
囖	y
。	w

嗯	e
。	w

噉	c
其實	d
夾	v
到	u
𠻺	y1
幾	d
好	a
𡃉	y
，	w
吓	e
。	w

係	v
啊	y
。	w

喀	e
。	w
噉	c
即係	c
變	v
咗	u
即係	c
要	vu
點樣	r
增加	v
自己	r
嗰個	r
，	w
誒	e
，	w
最	d
大	a
最	d
大	a
個	q
安全感	n
原來	d
呢	y1
，	w
去	v
到	u
尾	a
呢	y1
都	d
係	v
來自	p
你	r
自己	r
嘅	u
競爭力	n
啊	y
。	w
即係	c
而家	t
哩個	r
教訓	vn
就	d
話	v
俾	p
我哋	r
聽	v
嘞	y
。	w

嗯	e
。	w

即係	c
話	v
，	w
哦	e
原來	d
，	w
係	v
啊	y
，	w
你	r
係	v
做	v
到	u
，	w
不過	c
你	r
貴	a
。	w

嗯	e
。	w

有	v1
兩	m
個	q
你	r
嘅	u
即係	c
手下	n
係	v
平	a
過	u
你	r
，	w
加	v
埋	u
就	d
已經	d
做	v
到	u
你	r
嘅	u
嘢	n
。	w
噉	c
你	r
嘅	u
競爭力	n
就	d
已經	d
唔	d
夠	v
佢	r
嘞	y
。	w

嗯	e
嗯	e
。	w

噉	c
喺	p
一	m
個	q
呢	y1
，	w
就	d
係	v
話	v
面對	v
咁	d
大	a
，	w
誒	e
，	w
誒	e
，	w
壓力	n
或者	c
係	v
即係	c
經濟	a
下調	vn
嘅	u
時間	n
嘅	u
時候	n
呢	y1
，	w
每個	r
人	n
自己	r
本身	r
獨立	v
嗰個	r
競爭力	n
呢	y1
，	w
就	d
好	d
重要	a
嘞	y
。	w
即係	c
原來	d
最	d
大	a
嘅	u
安全感	n
呢	y1
係	v
來自	p
哩	r
一	m
樣	q
嘢	n
。	w

弱肉強食	i
啊	y
。	w
忽然間	d
有啲	r
動物	n
…	w

忽然	d
之間	f
。	w

動物	n
世界	n
嘅	u
感覺	n
噉樣	r
𠸏	y
有啲	r
。	w

但係	c
嗰個	r
滿足感	n
咪	d
會	vu
唔	d
會	vu
大	a
啲	u
呢	y
？	w
即係	c
喺	v
噉	r
嘅	u
市	n
，	w
咁	d
大	a
競爭力	n
嘅	u
，	w
我	r
都	d
能夠	vu
發揮	v
出來	p
嚹	y
。	w

屹立不倒	i
，	w
噉樣	r
。	w

係	v
。	w
當然	d
都	d
會	vu
係	v
喇	y
。	w

創出	v
一	m
番	q
事業	n
，	w
即係	c
哩個	r
係	v
即係	c
寫	v
第日	t
嘅	y
。	w

咁	d
大	a
挑戰	v
。	w

自傳	n
裏邊	f
第一	m
版	q
來	v
	y
嗎	y
。	w

係	v
啊	y
。	w

我	r
就	d
喺	p
淡市	n
裏邊	f
企起身	v
𡃉	y
嚹	y
。	w
即係	c
我	r
話	v
真係	d
…	w

張	nr
達明	nr
俾	v
我哋	r
呢	y
，	w
係	v
搞掂	v
，	w
可以	vu
成為	v
呢	y1
就	d
係	v
自傳	n
裏邊	f
嘅	u
第一	m
頁	q
，	w
係	v
唔係	v
啊	y
？	w

寫	v
第一	m
頁	q
啊	y
。	w

亦都	d
同	p
呢	y1
廣大	a
呢	y1
黃	nr
貫中	nr
嘅	u
fans	xn
呢	y1
，	w
就	d
係	v
要	vu
即係	c
𠻺	y1
或者	c
Beyond	xnr
fans	xn
呢	y1
，	w
即係	c
要	vu
交代	v
一	m
下	q
佢哋	r
嘅	u
行情	n
啊	y
。	w
噉	c
𠻺	d
今日	t
呢	y1
，	w
即係	c
都	d
特別	d
呢	y1
揾	v
阿	h
Paul	xnr
上來	v
。	w
因為	c
呢	y1
即係	c
跟住	c
落來	v
佢	r
啲	u
日子	n
呢	y1
都	d
會	vu
係	v
分	v
咗	u
去	v
好多	m
其他	r
嘅	u
地方	n
嘞	y
，	w
都	d
唔	d
喺	p
香港	ns
啊	y
。	w

係	v
啊	y
。	w

噉	c
所以	c
呢	y1
，	w
就	d
短期	t
內	f
呢	y1
，	w
都	d
幾	d
難	a
呢	y1
，	w
誒	e
，	w
佢	r
會	vu
出現	v
喺	p
到	p
《	w
無字頭	nz
》	w
𡃉	y
嘞	y
。	w

係	v
呢	y
。	w

噉	c
𠻺	d
就	d
即係	c
交代	v
一	m
下	q
先	d
喇	y
。	w
噉	c
𠻺	d
首先	d
呢	y1
，	w
就	d
係	v
話	v
下	t
個	q
禮拜	n
就	d
要	v
去	v
返	v
台灣	ns
喇	y
，	w
除咗	p
做	v
宣傳	vn
…	w

係	v
啊	y
。	w

亦都	d
要	vu
為	v
呢	y1
，	w
就	d
係	v
話	v
，	w
誒	e
，	w
四月	t
底	f
、	w
五月	t
初	f
嘅	u
校園	n
巡迴	vn
演出	vn
。	w

校園	n
演出	vn
。	w

可能	vu
會	vu
招呼	v
一	m
班	q
豬朋	Lg
-	w
朋狗友	Lg
。	w

會	vu
玩	v
幾多	r
…	w

會	vu
玩	v
盡	d
囉	y
。	w

盡量	d
招呼	v
喇	y
。	w
十幾	m
場	q
啊	y
。	w

十幾	m
場	q
。	w
即係	c
好	d
喇	y
，	w
即係	c
台灣	ns
就	d
好	d
多	a
大學	n
吖	y
。	w

係	v
啊	y
。	w

噉	c
就	d
，	w
誒	e
，	w
一般	a
來	vk
講	v
呢	y1
，	w
都	d
係	v
好多	m
歌手	n
呢	y1
，	w
好	d
好	d
熱衷	a
啊	y
，	w
尤其是	d
鍾意	v
玩	v
live	xa
嘅	u
朋友	n
喇	y
，	w
吓	e
。	w

係	v
啊	y
。	w
我	r
鍾意	v
啊	y
。	w

噉	c
即係	c
譬如話	v
陳	nr
昇	nr
啊	y
。	w

佢哋	r
係	v
啊	y
。	w

即係	c
阿小鳳	nr
啊	y
。	w
哩啲	r
呢	y1
就	d
好	a
鍾意	v
呢	y1
，	w
巡徊	v
大學	n
嘅	y
。	w

係	v
。	w

因為	c
呢	y1
就	d
即係	c
群情	n
𠻺	y1
洶湧	a
。	w

洶湧	a
。	w

啊	e
大家	r
又	d
奔放	a
。	w

係	v
。	w

噉	c
你	r
知	v
啲	r
樂迷	n
呢	y1
，	w
又	d
係	v
，	w
誒	e
…	w

熱情	a
。	w

熱情	a
同埋	c
呢	y1
即係	c
都	d
係	v
，	w
誒	e
，	w
誒	e
，	w
有	v1
噉	r
嘅	u
心	n
喇	y
。	w

係	v
啊	y
。	w

即係	c
鍾意	v
投入	v
哩啲	r
活動	v
𡃉	y
。	w
喀	e
。	w

校園	n
（	w
）	w
。	w

據講	v
呢	y1
，	w
嗱	c
，	w
我	r
就	d
未	d
去	v
睇	v
過	u
，	w
誒	e
，	w
台灣	ns
即係	c
喺	p
學校	n
裏邊	f
嘅	u
演出	vn
。	w
噉	c
𠻺	d
即係	c
如果	c
遲啲	t
你哋	r
搞	v
嘅	u
時候	n
，	w
我	r
如果	c
得閒	a
嘅話	c
，	w
我	r
都	d
想	v
見識	v
下	u
。	w

來	vk
睇	v
下	u
吖	y
。	w

我	r
都	d
想	v
見識	v
下	u
。	w

指教	v
下	u
吖	y
，	w
指教	v
下	u
。	w

喀	e
。	w
因為	c
人數	n
又	d
唔	d
會	vu
係	v
，	w
誒	e
，	w
好	d
多	a
嘅	y
。	w

唔	d
會	vu
好	d
多	a
𡃉	y
。	w

喀	e
。	w

唔	d
會	vu
好	d
多	a
𡃉	y
咋	y
。	w

係	v
一千幾百	l
嗰	r
種	q
？	w

我	r
唔	d
知	v
啊	y
。	w
就	d
係	v
啲	r
學校	n
hall	xn
噉	r
嗰啲	r

嗯	e
。	w

我	r
諗	v
唔	d
擺	v
得	u
好多	m
人	n
𡃉	y
。	w
但係	c
我	r
鍾意	v
嗰啲	r
氣氛	n
嘅	y
。	w

係	v
。	w

校長	n
都	d
來	v
埋	u
嗰啲	r
氣氛	n
吖	y
嗎	y
。	w

係	v
啊	y
。	w
震	v
到	v
校長	n
嘔	v
噉樣	r
，	w
就	d
正	a
嘞	y
。	w

真係	d
？	w

哦	e
，	w
佢	r
就	d
喱	v
喺	p
自己	r
間	q
房	n
度	f
震	v
到	v
嘔	v
啊	y
？	w
我	r
覺得	v
佢	r
○頭	v
唧	y
，	w
喺	p
裏邊	f
（	w
）	w
。	w

○頭	v
。	w
嘩	e
噉	r
咪	d
重	d
好	a
啊	y
。	w

係	v
啊	y
。	w

喀	e
。	w
噉	c
𠻺	d
但係	c
呢	y1
，	w
就	d
喺	p
哩	r
一	m
個	q
嘅	u
即係	c
台灣	ns
嘅	u
校園	n
巡徊	v
演出	vn
之前	t
呢	y1
，	w
噉	c
就	d
阿	h
Paul	xnr
都	d
要	vu
充	Vg
充電	v
呢	y1
，	w
就	d
係	v
去	v
英國	ns
喎	y
。	w
點解	r
你	r
會	vu
揀	v
英國	ns
𡃉	y
呢	y
？	w

啊	e
…	w

即係	c
自己	r
放	v
一	m
個	q
假期	n
先	d
？	w

啊	e
一來	c
我	r
𠻺	y1
鍾意	v
英國	ns
…	w

個	q
feel	xn
。	w

嗰個	r
feel	xn
囖	y
。	w

係	v
。	w

二來	c
其實	d
我	r
都	d
唔係	v
話	v
淨係	d
放假	v
𠸏	y
。	w
噉	c
上去	v
即係	c
可能	v
寫	v
少少	m
，	w
準備	v
啲	m
新	a
嘢	n
啊	y
。	w

準備	v
